"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
1045,20.838,-158.988841,"(20.838, -158.98884099999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",105.37119387175984 km
1046,20.83827,-157.930241,"(20.83827, -157.930241)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",49.2973714258334 km
1047,20.83852,-155.314795,"(20.838520000000003, -155.314795)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",84.33732335131309 km
1048,20.84011,-155.350816,"(20.84011, -155.35081599999998)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",82.27278977513039 km
1049,20.84066,-157.284223,"(20.84066, -157.284223)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",41.785639896509785 km
1050,20.84175,-158.396224,"(20.84175, -158.396224)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",61.24215523605472 km
1051,20.84382,-158.440888,"(20.84382, -158.440888)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",63.342502867862265 km
1052,20.84393,-157.965113,"(20.84393, -157.965113)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",49.65506228540855 km
1053,20.84478,-155.793385,"(20.84478, -155.793385)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",55.60298515692418 km
1054,20.84495,-156.274437,"(20.84495, -156.274437)",Kulamalu Center,20.82162,-156.32967,"(20.821620000000003, -156.32967)",6.302554662949559 km
1055,20.84718,-157.381998,"(20.847179999999998, -157.381998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",51.837852186078734 km
1056,20.84867,-157.100303,"(20.848670000000002, -157.100303)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",24.243150824010627 km
1057,20.84997,-159.067543,"(20.849970000000003, -159.067543)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",111.7035868070757 km
1058,20.85195,-156.905666,"(20.85195, -156.905666)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",12.16880616254744 km
1059,20.8533,-157.137346,"(20.8533, -157.137346)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",27.899632529124357 km
1060,20.85727,-158.902904,"(20.85727, -158.902904)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",96.66447181938635 km
1061,20.85778,-157.871412,"(20.857779999999998, -157.87141200000002)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",46.11552713127575 km
1062,20.85995,-158.687075,"(20.85995, -158.687075)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",78.57790132789418 km
1063,20.86137,-156.503701,"(20.86137, -156.503701)",Foodland Kehalani,20.87228,-156.50135,"(20.87228, -156.50135)",1.2324308599140026 km
1064,20.8617,-159.206066,"(20.8617, -159.206066)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",114.83917094994395 km
1065,20.8639,-159.18954,"(20.8639, -159.18954)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",114.97568159490697 km
1066,20.86669,-158.866322,"(20.86669, -158.866322)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",92.91153942767482 km
1067,20.86804,-158.495538,"(20.86804, -158.49553799999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",64.33483579313328 km
1068,20.87306,-158.961157,"(20.87306, -158.96115700000001)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",100.90726820165669 km
1069,20.8748,-156.378366,"(20.8748, -156.378366)",Pukalani Terrace Center,20.83744,-156.34242,"(20.83744, -156.34242)",5.577041038900407 km
1070,20.87592,-159.013055,"(20.87592, -159.013055)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",105.39415822739716 km
1071,20.87669,-156.934551,"(20.87669, -156.934551)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",15.384625630208546 km
1072,20.87975,-155.453491,"(20.87975, -155.45349099999999)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",80.54151049100008 km
1073,20.87999,-157.741452,"(20.87999, -157.741452)",Kahala Resort,21.27185,-157.77365,"(21.27185, -157.77365)",43.51479107068335 km
1074,20.88193,-156.35385,"(20.88193, -156.35385)",Pukalani Terrace Center,20.83744,-156.34242,"(20.83744, -156.34242)",5.067306730997858 km
1075,20.8827,-157.8403,"(20.8827, -157.8403)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",43.10731684876339 km
1076,20.88426,-156.629054,"(20.88426, -156.629054)",Lahaina Aquatic Center,20.86956,-156.67145,"(20.86956, -156.67145)",4.702173188480133 km
1077,20.88746,-155.889716,"(20.88746, -155.889716)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",45.01504785882669 km
1078,20.89116,-155.217792,"(20.89116, -155.217792)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",95.18672917180294 km
1079,20.89193,-159.287221,"(20.89193, -159.287221)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",110.04857635169822 km
1080,20.89608,-159.161885,"(20.896079999999998, -159.161885)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",112.20893802794176 km
1081,20.89621,-155.715953,"(20.89621, -155.715953)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",62.95506631244018 km
1082,20.90088,-156.206235,"(20.900879999999997, -156.20623500000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",12.268248487595844 km
1083,20.90105,-156.913673,"(20.90105, -156.913673)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",17.657616895052882 km
1084,20.90113,-158.074909,"(20.90113, -158.07490900000002)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",47.141232832663164 km
1085,20.90147,-159.294966,"(20.90147, -159.294966)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",108.88972160352309 km
1086,20.90151,-157.222315,"(20.901510000000002, -157.22231499999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",38.19796227844317 km
1087,20.90372,-156.582158,"(20.90372, -156.58215800000002)","County Building, Wailuku",20.88543,-156.50404,"(20.88543, -156.50404)",8.376112613316085 km
1088,20.90424,-158.093356,"(20.904239999999998, -158.093356)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",46.78245650939653 km
1089,20.90457,-158.281139,"(20.90457, -158.281139)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",50.05500697484759 km
1090,20.90643,-159.242904,"(20.90643, -159.242904)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",109.22471803373273 km
1091,20.9116,-155.232067,"(20.9116, -155.232067)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",96.00541338393238 km
1092,20.91247,-159.332383,"(20.912470000000003, -159.33238300000002)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",107.21153640414835 km
1093,20.9137,-155.202246,"(20.9137, -155.202246)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",98.13933955076463 km
1094,20.91439,-158.141155,"(20.91439, -158.141155)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",45.99306944372786 km
1095,20.9176,-158.174649,"(20.9176, -158.174649)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",46.11776959316329 km
1096,20.91858,-156.640868,"(20.91858, -156.64086799999998)",Hyatt Regency Maui,20.91267,-156.692201,"(20.912670000000002, -156.692201)",5.38004492429032 km
1097,20.91958,-159.073258,"(20.91958, -159.073258)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",108.13655288498279 km
1098,20.92382,-158.309007,"(20.923820000000003, -158.309007)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",49.12297440422704 km
1099,20.92593,-157.014773,"(20.925929999999997, -157.014773)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",23.749098155972835 km
1100,20.92794,-155.548557,"(20.92794, -155.54855700000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",80.2505664737132 km
1101,20.92797,-158.22737,"(20.927970000000002, -158.22737)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",45.972252513515464 km
1102,20.92817,-157.662095,"(20.92817, -157.662095)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",38.982267049091234 km
1103,20.92883,-155.402849,"(20.928829999999998, -155.402849)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",87.79963527116257 km
1104,20.92931,-155.808455,"(20.92931, -155.808455)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",53.215654498870876 km
1105,20.92939,-156.350915,"(20.929389999999998, -156.350915)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",3.2110442896594065 km
1106,20.93034,-155.100027,"(20.93034, -155.100027)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",106.58059457907379 km
1107,20.93151,-155.091189,"(20.93151, -155.09118899999999)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",107.30890079139257 km
1108,20.93215,-157.85414,"(20.93215, -157.85414)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",37.74134234258087 km
1109,20.93427,-155.403678,"(20.93427, -155.403678)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",88.28937783481823 km
1110,20.93626,-158.328408,"(20.93626, -158.328408)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",48.716077254591006 km
1111,20.93658,-155.726638,"(20.93658, -155.72663799999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",61.72907167801754 km
1112,20.93916,-159.019671,"(20.93916, -159.019671)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",102.23079633857202 km
1113,20.93922,-156.341178,"(20.939220000000002, -156.341178)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",2.427838309638488 km
1114,20.94093,-156.263648,"(20.940929999999998, -156.263648)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",5.992411658894206 km
1115,20.9429,-157.801297,"(20.9429, -157.801297)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",36.32280907038295 km
1116,20.94293,-155.821484,"(20.94293, -155.821484)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",51.87806973549981 km
1117,20.94533,-158.242998,"(20.94533, -158.242998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",44.540547408364866 km
1118,20.9457,-158.928827,"(20.9457, -158.928827)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",93.82051103302743 km
1119,20.94738,-157.346617,"(20.94738, -157.34661699999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",52.03491437617138 km
1120,20.94782,-157.403962,"(20.94782, -157.403962)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",48.14140685371652 km
1121,20.95038,-156.303979,"(20.95038, -156.303979)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",2.8170149210853106 km
1122,20.95166,-155.282476,"(20.95166, -155.282476)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",96.47643999776693 km
1123,20.9526,-159.529722,"(20.9526, -159.529722)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",102.41673569080922 km
1124,20.95497,-156.80904,"(20.95497, -156.80903999999998)",Sheraton Maui,20.926822,-156.695125,"(20.926822, -156.695125)",12.25144206944205 km
1125,20.95678,-157.292476,"(20.95678, -157.292476)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",47.53868672838207 km
1126,20.95877,-155.499813,"(20.95877, -155.499813)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",85.37171245944687 km
1127,20.96033,-157.14364,"(20.96033, -157.14364)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",35.251925051199 km
1128,20.96102,-157.198691,"(20.96102, -157.198691)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",39.66938472207091 km
1129,20.96122,-155.907083,"(20.96122, -155.907083)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",43.09163047150381 km
1130,20.9616,-155.234016,"(20.9616, -155.234016)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",100.28570168806002 km
1131,20.96416,-157.478813,"(20.96416, -157.478813)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",41.97189533313495 km
1132,20.96472,-159.11813,"(20.96472, -159.11813)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",106.21601170495082 km
1133,20.9649,-156.726875,"(20.9649, -156.726875)",5A Rent A Space Business Services Center,20.952676,-156.685993,"(20.952676, -156.685993)",4.461894263587476 km
1134,20.96814,-156.498739,"(20.96814, -156.498739)",University of Hawaiâ€˜i Maui College,20.89238,-156.48077,"(20.89238, -156.48077)",8.593582428105169 km
1135,20.96854,-159.524691,"(20.96854, -159.524691)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",100.61893991880454 km
1136,20.9687,-159.05743,"(20.9687, -159.05743)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",104.05793726813354 km
1137,20.97071,-158.521762,"(20.97071, -158.52176200000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",57.6237994810157 km
1138,20.97345,-158.844262,"(20.97345, -158.84426200000001)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",84.80434761220745 km
1139,20.97385,-155.362803,"(20.97385, -155.362803)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",94.17349713269759 km
1140,20.97526,-157.616691,"(20.975260000000002, -157.616691)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",34.755646817216025 km
1141,20.97835,-159.430108,"(20.97835, -159.43010800000002)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",99.32455579291252 km
1142,20.97882,-158.195085,"(20.978820000000002, -158.195085)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",39.749344096186725 km
1143,20.97984,-159.110402,"(20.97984, -159.110402)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",104.88541382670684 km
1144,20.97984,-155.931789,"(20.97984, -155.93178899999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",40.75655767862221 km
1145,20.9829,-157.156326,"(20.9829, -157.156326)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",37.934654467057996 km
1146,20.98411,-159.532758,"(20.98411, -159.532758)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",98.96241321625149 km
1147,20.98483,-157.734868,"(20.98483, -157.734868)",Kahala Resort,21.27185,-157.77365,"(21.27185, -157.77365)",32.032833999965256 km
1148,20.98554,-155.407478,"(20.98554, -155.407478)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",93.1580171949035 km
1149,20.98695,-158.312729,"(20.98695, -158.312729)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",42.9713367137369 km
1150,20.98918,-157.89095,"(20.989179999999998, -157.89095)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",32.097499017846985 km
1151,20.98939,-156.424011,"(20.98939, -156.424011)",Alamo/National Kahului Airport,20.89664,-156.44294,"(20.896639999999998, -156.44294)",10.455965738636538 km
1152,20.9921,-157.712668,"(20.9921, -157.71266799999998)",Kahala Resort,21.27185,-157.77365,"(21.27185, -157.77365)",31.614723742481367 km
1153,20.99441,-156.236817,"(20.994410000000002, -156.236817)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",11.222219429668758 km
1154,20.99646,-155.690626,"(20.99646, -155.690626)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",65.87097055579015 km
1155,20.99983,-155.673216,"(20.99983, -155.673216)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",67.7113709720202 km
1156,21.00032,-155.195063,"(21.000320000000002, -155.19506299999998)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",106.14108064992888 km
1157,21.00087,-157.576519,"(21.000870000000003, -157.576519)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",33.47349135549997 km
1158,21.00749,-159.423108,"(21.00749, -159.423108)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",96.12315141438623 km
1159,21.01084,-158.465073,"(21.010839999999998, -158.465073)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",50.30346487648213 km
1160,21.01297,-156.855953,"(21.012970000000003, -156.855953)",5A Rent A Space Business Services Center,20.952676,-156.685993,"(20.952676, -156.685993)",18.891584043984437 km
1161,21.0142,-159.33723,"(21.0142, -159.33723)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",95.9589617604807 km
1162,21.01574,-157.08799,"(21.01574, -157.08799)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",36.22399540158566 km
1163,21.01677,-155.576303,"(21.01677, -155.576303)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",77.93705642205326 km
1164,21.01708,-159.194299,"(21.01708, -159.194299)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",98.3958261277894 km
1165,21.01775,-155.089493,"(21.01775, -155.089493)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",114.50522303593173 km
1166,21.01924,-155.401989,"(21.01924, -155.401989)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",95.97824519875824 km
1167,21.02047,-158.349749,"(21.02047, -158.349749)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",41.770805561837726 km
1168,21.02092,-155.358606,"(21.02092, -155.358606)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",98.96021902636966 km
1169,21.02396,-156.97432,"(21.02396, -156.97432)",Kahekili Beach Park,20.9365,-156.69214,"(20.9365, -156.69214)",30.89873848986509 km
1170,21.02626,-157.25155,"(21.02626, -157.25155)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",48.4870798021568 km
1171,21.02658,-156.437976,"(21.02658, -156.437976)",Alamo/National Kahului Airport,20.89664,-156.44294,"(20.896639999999998, -156.44294)",14.395765143269376 km
1172,21.02946,-159.090667,"(21.02946, -159.090667)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",100.4236454878756 km
1173,21.0297,-158.825922,"(21.0297, -158.825922)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",79.80218968167023 km
1174,21.03033,-157.935632,"(21.03033, -157.935632)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",29.23410241445155 km
1175,21.03049,-155.179511,"(21.03049, -155.17951100000002)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",109.78773727033135 km
1176,21.03139,-158.032385,"(21.03139, -158.032385)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",33.19913231430702 km
1177,21.03174,-158.273492,"(21.03174, -158.273492)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",36.713240212219674 km
1178,21.03332,-156.045854,"(21.03332, -156.045854)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",30.725069977757318 km
1179,21.03337,-157.919195,"(21.03337, -157.919195)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",28.269342446154354 km
1180,21.03451,-156.04718,"(21.03451, -156.04718)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",30.646609490594024 km
1181,21.03581,-155.29575,"(21.03581, -155.29575)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",103.59822223352198 km
1182,21.03658,-156.710999,"(21.036579999999997, -156.710999)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",7.089713693986769 km
1183,21.03771,-159.433878,"(21.03771, -159.433878)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",92.74427679708165 km
1184,21.03804,-155.789556,"(21.03804, -155.789556)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",56.44594263003984 km
1185,21.03839,-156.201579,"(21.03839, -156.201579)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",17.205591523402976 km
1186,21.04183,-158.344221,"(21.041829999999997, -158.344221)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",39.506240120327504 km
1187,21.04228,-155.093023,"(21.042279999999998, -155.093023)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",116.34784026094927 km
1188,21.04366,-158.55277,"(21.04366, -158.55277)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",54.93864252031419 km
1189,21.04489,-158.807641,"(21.04489, -158.807641)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",77.30317242023307 km
1190,21.04765,-156.509352,"(21.04765, -156.509352)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",16.05485892082461 km
1191,21.04841,-155.27095,"(21.04841, -155.27095)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",106.1248480185678 km
1192,21.0499,-158.329426,"(21.0499, -158.329426)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",37.88913197199314 km
1193,21.05009,-158.728631,"(21.05009, -158.728631)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",70.09115216575883 km
1194,21.05083,-155.710726,"(21.050829999999998, -155.710726)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",64.7549699588846 km
1195,21.05389,-158.300375,"(21.05389, -158.300375)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",35.87654782448684 km
1196,21.05441,-156.686453,"(21.05441, -156.686453)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",6.863564495992153 km
1197,21.05691,-155.460526,"(21.056910000000002, -155.460526)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",90.46841975743983 km
1198,21.05737,-157.053581,"(21.057370000000002, -157.053581)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",38.505506351094155 km
1199,21.05737,-156.204371,"(21.057370000000002, -156.204371)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",18.54305262211617 km
1200,21.05877,-157.929581,"(21.058770000000003, -157.929581)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",26.11028150695968 km
1201,21.05971,-157.172994,"(21.05971, -157.172994)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",45.39407906893091 km
1202,21.06134,-156.559904,"(21.061339999999998, -156.55990400000002)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",12.017311924681604 km
1203,21.0617,-158.720972,"(21.0617, -158.720972)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",68.71077571841282 km
1204,21.06422,-157.578689,"(21.064220000000002, -157.578689)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",27.08072984792689 km
1205,21.0645,-156.305099,"(21.0645, -156.305099)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",14.9833626138388 km
1206,21.06458,-156.51194,"(21.06458, -156.51193999999998)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",16.52314220562162 km
1207,21.06495,-156.599046,"(21.06495, -156.599046)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",9.273805207318308 km
1208,21.06525,-158.004648,"(21.06525, -158.004648)",Kakaako Piano Lot Parking Facility,21.293448,-157.8605849,"(21.293448, -157.86058490000002)",29.36288032147269 km
1209,21.06658,-157.08654,"(21.06658, -157.08653999999999)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",40.9693898778425 km
1210,21.06812,-159.530602,"(21.06812, -159.53060200000002)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",89.67408065296453 km
1211,21.06911,-158.460398,"(21.069110000000002, -158.460398)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",45.60247767532527 km
1212,21.06956,-158.165485,"(21.06956, -158.16548500000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",29.319237562212564 km
1213,21.0696,-155.396418,"(21.0696, -155.39641799999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",97.26801898308062 km
1214,21.07123,-158.189609,"(21.07123, -158.18960900000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",29.632287745748734 km
